0.000000000000000000e+00,2.120599999999999952e+01,2.008899999999999864e+01,1.994800000000000040e+01,2.177899999999999991e+01,2.145700000000000074e+01,2.044000000000000128e+01,2.082300000000000040e+01,2.180900000000000105e+01,2.158399999999999963e+01,9.858999999999999986e+00,1.189700000000000024e+01,1.157600000000000051e+01,9.031000000000000583e+00,1.234900000000000020e+01,1.137299999999999933e+01,9.737999999999999545e+00,8.685999999999999943e+00,9.257999999999999119e+00
2.120599999999999952e+01,0.000000000000000000e+00,1.290000000000000036e+00,1.336999999999999966e+00,6.209999999999999964e-01,2.969999999999999862e-01,7.660000000000000142e-01,7.179999999999999716e-01,6.600000000000000311e-01,5.080000000000000071e-01,1.136999999999999922e+01,9.372999999999999332e+00,9.644999999999999574e+00,1.240600000000000058e+01,9.055999999999999162e+00,9.967000000000000526e+00,1.159600000000000009e+01,1.255400000000000027e+01,1.194800000000000040e+01
2.008899999999999864e+01,1.290000000000000036e+00,0.000000000000000000e+00,2.330000000000000127e-01,1.739999999999999991e+00,1.453999999999999959e+00,7.419999999999999929e-01,1.433000000000000052e+00,1.949000000000000066e+00,1.788000000000000034e+00,1.029499999999999993e+01,8.336999999999999744e+00,8.571999999999999176e+00,1.139300000000000068e+01,8.083999999999999631e+00,8.955000000000000071e+00,1.056400000000000006e+01,1.141399999999999970e+01,1.083999999999999986e+01
1.994800000000000040e+01,1.336999999999999966e+00,2.330000000000000127e-01,0.000000000000000000e+00,1.844000000000000083e+00,1.538000000000000034e+00,6.770000000000000462e-01,1.358000000000000096e+00,1.995000000000000107e+00,1.814999999999999947e+00,1.014000000000000057e+01,8.172000000000000597e+00,8.416000000000000369e+00,1.122400000000000020e+01,7.905000000000000249e+00,8.785000000000000142e+00,1.039899999999999913e+01,1.127800000000000047e+01,1.069500000000000028e+01
2.177899999999999991e+01,6.209999999999999964e-01,1.739999999999999991e+00,1.844000000000000083e+00,0.000000000000000000e+00,3.320000000000000173e-01,1.362999999999999989e+00,1.282000000000000028e+00,5.180000000000000160e-01,6.179999999999999938e-01,1.195400000000000063e+01,9.964999999999999858e+00,1.022799999999999976e+01,1.300500000000000078e+01,9.660000000000000142e+00,1.056400000000000006e+01,1.218999999999999950e+01,1.311599999999999966e+01,1.252200000000000024e+01
2.145700000000000074e+01,2.969999999999999862e-01,1.453999999999999959e+00,1.538000000000000034e+00,3.320000000000000173e-01,0.000000000000000000e+00,1.032000000000000028e+00,9.969999999999999973e-01,5.580000000000000515e-01,5.180000000000000160e-01,1.162899999999999956e+01,9.637000000000000455e+00,9.903000000000000469e+00,1.267500000000000071e+01,9.330000000000000071e+00,1.023499999999999943e+01,1.186200000000000010e+01,1.279800000000000004e+01,1.219899999999999984e+01
2.044000000000000128e+01,7.660000000000000142e-01,7.419999999999999929e-01,6.770000000000000462e-01,1.362999999999999989e+00,1.032000000000000028e+00,0.000000000000000000e+00,6.919999999999999485e-01,1.389999999999999902e+00,1.185999999999999943e+00,1.060399999999999920e+01,8.608000000000000540e+00,8.878999999999999559e+00,1.164400000000000013e+01,8.298000000000000043e+00,9.204000000000000625e+00,1.083200000000000074e+01,1.178999999999999915e+01,1.118200000000000038e+01
2.082300000000000040e+01,7.179999999999999716e-01,1.433000000000000052e+00,1.358000000000000096e+00,1.282000000000000028e+00,9.969999999999999973e-01,6.919999999999999485e-01,0.000000000000000000e+00,1.046000000000000041e+00,8.100000000000000533e-01,1.096899999999999942e+01,8.948999999999999844e+00,9.247999999999999332e+00,1.195599999999999952e+01,8.590999999999999304e+00,9.522000000000000242e+00,1.116099999999999959e+01,1.220700000000000074e+01,1.157199999999999918e+01
2.180900000000000105e+01,6.600000000000000311e-01,1.949000000000000066e+00,1.995000000000000107e+00,5.180000000000000160e-01,5.580000000000000515e-01,1.389999999999999902e+00,1.046000000000000041e+00,0.000000000000000000e+00,2.359999999999999876e-01,1.196299999999999919e+01,9.952999999999999403e+00,1.023900000000000077e+01,1.297300000000000075e+01,9.614000000000000767e+00,1.053700000000000081e+01,1.217200000000000060e+01,1.316999999999999993e+01,1.255199999999999960e+01
2.158399999999999963e+01,5.080000000000000071e-01,1.788000000000000034e+00,1.814999999999999947e+00,6.179999999999999938e-01,5.180000000000000160e-01,1.185999999999999943e+00,8.100000000000000533e-01,2.359999999999999876e-01,0.000000000000000000e+00,1.173600000000000065e+01,9.724999999999999645e+00,1.001299999999999990e+01,1.274200000000000088e+01,9.381000000000000227e+00,1.030599999999999916e+01,1.194200000000000017e+01,1.294899999999999984e+01,1.232799999999999940e+01
9.858999999999999986e+00,1.136999999999999922e+01,1.029499999999999993e+01,1.014000000000000057e+01,1.195400000000000063e+01,1.162899999999999956e+01,1.060399999999999920e+01,1.096899999999999942e+01,1.196299999999999919e+01,1.173600000000000065e+01,0.000000000000000000e+00,2.045999999999999819e+00,1.725999999999999979e+00,1.415000000000000036e+00,2.593999999999999861e+00,1.616999999999999993e+00,6.830000000000000515e-01,1.606999999999999984e+00,7.710000000000000187e-01
1.189700000000000024e+01,9.372999999999999332e+00,8.336999999999999744e+00,8.172000000000000597e+00,9.964999999999999858e+00,9.637000000000000455e+00,8.608000000000000540e+00,8.948999999999999844e+00,9.952999999999999403e+00,9.724999999999999645e+00,2.045999999999999819e+00,0.000000000000000000e+00,5.160000000000000142e-01,3.060999999999999943e+00,7.399999999999999911e-01,6.720000000000000417e-01,2.226999999999999869e+00,3.496999999999999886e+00,2.733999999999999986e+00
1.157600000000000051e+01,9.644999999999999574e+00,8.571999999999999176e+00,8.416000000000000369e+00,1.022799999999999976e+01,9.903000000000000469e+00,8.878999999999999559e+00,9.247999999999999332e+00,1.023900000000000077e+01,1.001299999999999990e+01,1.725999999999999979e+00,5.160000000000000142e-01,0.000000000000000000e+00,2.911000000000000032e+00,1.254999999999999893e+00,8.339999999999999636e-01,2.048999999999999932e+00,3.064999999999999947e+00,2.343999999999999861e+00
9.031000000000000583e+00,1.240600000000000058e+01,1.139300000000000068e+01,1.122400000000000020e+01,1.300500000000000078e+01,1.267500000000000071e+01,1.164400000000000013e+01,1.195599999999999952e+01,1.297300000000000075e+01,1.274200000000000088e+01,1.415000000000000036e+00,3.060999999999999943e+00,2.911000000000000032e+00,0.000000000000000000e+00,3.370000000000000107e+00,2.439999999999999947e+00,8.639999999999999902e-01,2.150999999999999801e+00,1.588000000000000078e+00
1.234900000000000020e+01,9.055999999999999162e+00,8.083999999999999631e+00,7.905000000000000249e+00,9.660000000000000142e+00,9.330000000000000071e+00,8.298000000000000043e+00,8.590999999999999304e+00,9.614000000000000767e+00,9.381000000000000227e+00,2.593999999999999861e+00,7.399999999999999911e-01,1.254999999999999893e+00,3.370000000000000107e+00,0.000000000000000000e+00,9.869999999999999885e-01,2.612000000000000099e+00,4.131000000000000227e+00,3.331999999999999851e+00
1.137299999999999933e+01,9.967000000000000526e+00,8.955000000000000071e+00,8.785000000000000142e+00,1.056400000000000006e+01,1.023499999999999943e+01,9.204000000000000625e+00,9.522000000000000242e+00,1.053700000000000081e+01,1.030599999999999916e+01,1.616999999999999993e+00,6.720000000000000417e-01,8.339999999999999636e-01,2.439999999999999947e+00,9.869999999999999885e-01,0.000000000000000000e+00,1.643000000000000016e+00,3.185999999999999943e+00,2.370000000000000107e+00
9.737999999999999545e+00,1.159600000000000009e+01,1.056400000000000006e+01,1.039899999999999913e+01,1.218999999999999950e+01,1.186200000000000010e+01,1.083200000000000074e+01,1.116099999999999959e+01,1.217200000000000060e+01,1.194200000000000017e+01,6.830000000000000515e-01,2.226999999999999869e+00,2.048999999999999932e+00,8.639999999999999902e-01,2.612000000000000099e+00,1.643000000000000016e+00,0.000000000000000000e+00,2.016000000000000014e+00,1.227999999999999980e+00
8.685999999999999943e+00,1.255400000000000027e+01,1.141399999999999970e+01,1.127800000000000047e+01,1.311599999999999966e+01,1.279800000000000004e+01,1.178999999999999915e+01,1.220700000000000074e+01,1.316999999999999993e+01,1.294899999999999984e+01,1.606999999999999984e+00,3.496999999999999886e+00,3.064999999999999947e+00,2.150999999999999801e+00,4.131000000000000227e+00,3.185999999999999943e+00,2.016000000000000014e+00,0.000000000000000000e+00,8.379999999999999671e-01
9.257999999999999119e+00,1.194800000000000040e+01,1.083999999999999986e+01,1.069500000000000028e+01,1.252200000000000024e+01,1.219899999999999984e+01,1.118200000000000038e+01,1.157199999999999918e+01,1.255199999999999960e+01,1.232799999999999940e+01,7.710000000000000187e-01,2.733999999999999986e+00,2.343999999999999861e+00,1.588000000000000078e+00,3.331999999999999851e+00,2.370000000000000107e+00,1.227999999999999980e+00,8.379999999999999671e-01,0.000000000000000000e+00
